ID,n_clicks,n_visitas,monto_compras,monto_descuentos,dias_primera_compra,info_perfil
6MexC4z4,277.0,73.0,2671.1,68.3,221.0,232.0
IXPMkRlJ,304.0,56.0,2918.5,67.1,232.0,147.0
1rU9RHXP,166.0,80.0,3321.4,61.2,180.0,134.0
OaFmQ0GG,290.0,72.0,3345.8,87.4,165.0,204.0
cUxxtAXW,248.0,65.0,3927.7,92.0,124.0,176.0
dvfqOl0w,226.0,87.0,3584.9,111.5,174.0,129.0
EP1jYOfj,129.0,71.0,2427.8,101.3,200.0,171.0
QfSWzpLH,183.0,72.0,2832.8,77.8,203.0,194.0
uJZ9E4H4,339.0,45.0,4184.6,75.9,233.0,239.0
ft5nMGXP,218.0,74.0,3052.4,91.2,162.0,205.0
gOAN9hyD,198.0,60.0,2471.6,60.7,253.0,153.0
rGIdTtnF,230.0,63.0,3029.4,107.4,204.0,230.0
RrlODHN1,215.0,92.0,2452.8,82.4,182.0,199.0
ufPGjBeR,259.0,32.0,3342.8,76.4,182.0,162.0
UkNgPhwz,330.0,63.0,4239.0,84.2,220.0,156.0
ui61qMhI,223.0,78.0,2729.6,92.1,140.0,187.0
kXTXewKb,261.0,66.0,2471.9,53.0,233.0,135.0
wGpwZBVc,195.0,76.0,2911.5,78.7,263.0,163.0
1GIUfSxj,330.0,62.0,3918.1,75.6,175.0,236.0
8ofBoiQv,262.0,62.0,2911.5,78.7,220.0,197.0
oa95wtVc,198.0,100.0,3336.7,82.4,163.0,198.0
bucM8MuA,299.0,88.0,4545.3,89.0,234.0,227.0
a4W5u3Sx,314.0,50.0,1754.1,96.7,251.0,175.0
k6c5pnIM,261.0,72.0,3602.0,114.3,191.0,145.0
rVsuo8P7,170.0,64.0,1955.2,94.5,209.0,182.0
CMYVI14I,343.0,32.0,2924.4,84.2,211.0,184.0
RVxWpWLp,269.0,50.0,2725.6,78.2,248.0,149.0
BoCbOqR3,312.0,73.0,1383.3,82.0,225.0,184.0
BK1C1mvE,225.0,48.0,3059.3,104.1,201.0,162.0
ZoYrrddD,233.0,59.0,2595.6,120.2,195.0,208.0
okqX6vVZ,258.0,66.0,3520.1,46.8,210.0,228.0
DZHozFC9,309.0,66.0,4637.2,84.1,148.0,187.0
reQT4vU8,260.0,70.0,2347.0,108.8,222.0,160.0
T8A2Hbct,189.0,91.0,3629.1,80.0,151.0,208.0
pCDWtQkZ,266.0,59.0,1992.9,57.0,219.0,105.0
ySswWQNf,335.0,76.0,2624.9,58.1,218.0,185.0
MCqI5s4x,256.0,68.0,3096.3,74.4,229.0,156.0
iOPjDUuY,259.0,69.0,2654.8,95.5,184.0,163.0
2OYAS4E5,189.0,60.0,4650.5,81.5,170.0,218.0
s7Q94e0c,182.0,69.0,3136.2,73.1,220.0,175.0
eVTamkGv,221.0,67.0,2682.8,67.7,225.0,181.0
U5fDycMN,236.0,44.0,3151.1,68.8,248.0,124.0
HFMPXhen,258.0,31.0,3360.4,91.7,157.0,226.0
wl4sbomm,261.0,75.0,3792.9,85.7,223.0,243.0
xSGreaJB,334.0,79.0,3082.9,84.0,176.0,221.0
2hXisd2a,256.0,38.0,3668.0,61.1,170.0,236.0
goHDqh07,307.0,61.0,2968.7,100.5,259.0,166.0
rY3Acdic,251.0,73.0,3638.3,72.8,236.0,204.0
MeOBQi0m,326.0,72.0,3237.7,74.9,178.0,214.0
YXA81AWs,158.0,48.0,1959.9,85.0,168.0,264.0
vZdYgAoq,222.0,64.0,3938.2,57.6,215.0,233.0
lyZ0ozVg,303.0,76.0,5221.4,70.0,234.0,210.0
mC1labbe,244.0,96.0,3436.5,85.4,196.0,141.0
G3vX7a77,300.0,59.0,2978.6,88.2,193.0,233.0
qutnS7dA,272.0,58.0,3428.8,84.2,166.0,133.0
yWQk0Npf,301.0,46.0,4329.0,73.0,253.0,224.0
SVOnT9GO,284.0,73.0,2312.6,105.6,301.0,196.0
Id4br5jR,287.0,63.0,2790.2,57.2,180.0,177.0
nnNi1g9D,328.0,60.0,3047.7,71.7,243.0,185.0
CpF8FbKC,303.0,89.0,2895.2,79.6,220.0,242.0
FvkXVNrI,303.0,62.0,3542.9,37.5,104.0,177.0
usmfn5CA,254.0,83.0,2308.0,77.5,209.0,192.0
cqIOB0QV,223.0,66.0,3095.5,76.1,226.0,253.0
5wEIQo9d,219.0,79.0,2945.2,91.1,190.0,219.0
JzzfPp3T,291.0,76.0,2693.6,79.6,243.0,244.0
Fj8r3zMP,129.0,83.0,4233.2,57.1,231.0,215.0
CNDiHsP6,187.0,63.0,2928.8,92.6,149.0,168.0
m1xhMCWQ,204.0,62.0,3452.7,91.3,169.0,189.0
5FSXVQ2P,240.0,46.0,3416.5,91.4,156.0,217.0
L6bXOVUQ,120.0,73.0,3746.4,67.5,259.0,190.0
lQv1KwD9,317.0,84.0,3356.2,78.4,127.0,149.0
8mlB2StB,283.0,86.0,2074.1,79.9,236.0,190.0
uKzAMByw,353.0,78.0,3583.2,114.0,187.0,141.0
5nl0ibf2,307.0,78.0,3726.5,63.2,154.0,184.0
b4G1kKpf,305.0,56.0,3059.6,84.7,189.0,207.0
djdRwMFu,367.0,54.0,2161.7,74.0,174.0,236.0
VxxC1Mif,224.0,58.0,3560.7,104.0,221.0,207.0
oKc4nizd,177.0,42.0,3000.3,68.2,245.0,221.0
ueDvuHcd,241.0,65.0,4208.7,64.2,190.0,190.0
R1Q3Tq3u,211.0,105.0,3702.2,32.8,162.0,143.0
IwRSDfiF,240.0,57.0,3718.7,88.1,172.0,159.0
bV3qJIBv,200.0,35.0,3795.6,75.8,165.0,241.0
BZwHOvQR,282.0,75.0,3865.5,68.0,189.0,177.0
ZetjxLu1,279.0,53.0,4364.4,88.7,253.0,202.0
blPiqVTm,251.0,89.0,2827.2,84.8,235.0,178.0
eR8ylimi,269.0,40.0,2739.4,55.7,190.0,144.0
p9AOTv7u,246.0,77.0,3500.1,85.6,178.0,152.0
h2OYpFv1,291.0,58.0,3324.7,51.6,190.0,199.0
SZmZpK5D,256.0,73.0,4499.2,71.2,175.0,237.0
VRpwfgXw,239.0,77.0,2813.5,45.9,179.0,193.0
Tzn9Ysgt,300.0,81.0,3934.8,88.2,114.0,167.0
4MWljI3w,317.0,60.0,3363.3,71.9,174.0,153.0
af3IgPAN,321.0,71.0,2888.6,83.4,198.0,142.0
gg9yJPAm,203.0,79.0,2834.9,85.8,173.0,167.0
wmYD8z4M,226.0,82.0,2409.0,76.6,150.0,209.0
v2tqW9lL,167.0,87.0,2832.0,34.3,209.0,180.0
6KypAHix,241.0,68.0,3330.1,89.0,228.0,109.0
oxNpEngB,274.0,66.0,3056.3,88.1,213.0,208.0
PnHzRiyR,246.0,91.0,4316.1,90.7,94.0,191.0
m35Th4JX,351.0,78.0,3882.2,92.5,212.0,154.0
na4Iausf,232.0,72.0,2818.3,67.4,200.0,191.0
FGyfyIu7,198.0,69.0,3613.0,96.5,240.0,207.0
27f0IyqG,282.0,50.0,2799.8,85.1,201.0,171.0
JdHPf17A,260.0,52.0,3833.2,89.9,217.0,177.0
HoxJaERB,281.0,87.0,3190.0,77.7,243.0,141.0
1FBt1RMt,268.0,89.0,3326.7,80.2,172.0,191.0
JnSrej91,265.0,43.0,1432.9,75.3,192.0,143.0
JkIF9oZX,145.0,71.0,3059.4,73.5,298.0,221.0
maDgLsVZ,216.0,64.0,2693.6,89.1,226.0,244.0
pggrGABU,223.0,55.0,3181.2,76.1,206.0,169.0
CqQRZ3Ze,235.0,100.0,3157.0,85.3,203.0,211.0
7rTqiIHN,230.0,63.0,1980.7,63.7,210.0,129.0
7CmnuMks,274.0,55.0,2101.5,81.1,216.0,197.0
dkp1cywk,283.0,59.0,2340.2,83.1,155.0,197.0
rVkDNxhG,195.0,69.0,2884.7,64.6,162.0,150.0
SJDRK52X,288.0,77.0,3136.7,74.8,199.0,207.0
FilMzb36,282.0,98.0,3121.2,71.6,220.0,128.0
tHTBboFc,276.0,50.0,2682.8,65.2,191.0,135.0
9ONh8aBV,181.0,84.0,3033.4,95.5,202.0,186.0
L2Q2NsEv,275.0,64.0,3867.1,80.0,214.0,205.0
XRC3dfJ8,257.0,59.0,3609.4,76.4,272.0,208.0
KxhkoMjc,302.0,90.0,3683.4,97.2,158.0,220.0
I8wMBtBw,343.0,66.0,3462.6,62.4,185.0,228.0
ZwHZb9t9,333.0,58.0,3740.5,73.5,205.0,203.0
mVHWA1cF,259.0,61.0,2942.8,71.0,151.0,242.0
4SmYjjAB,253.0,78.0,2534.1,51.5,170.0,115.0
SKpFJFZD,285.0,82.0,3500.6,74.1,141.0,245.0
Z0KaPJiK,196.0,54.0,3985.2,93.4,139.0,216.0
LQPF1m9t,179.0,52.0,3533.3,74.4,112.0,180.0
6LHHHlrR,229.0,63.0,3957.6,99.4,205.0,191.0
hBDAfcx6,315.0,68.0,3087.8,77.3,170.0,178.0
F1F31heZ,236.0,50.0,4900.2,87.8,178.0,133.0
uWF0pwkX,329.0,62.0,2559.4,90.8,226.0,196.0
Pb2vhHxQ,112.0,62.0,2498.9,64.4,217.0,190.0
XFmb4cRr,172.0,62.0,2556.2,51.5,165.0,145.0
Au543Dtr,247.0,72.0,2495.9,85.4,200.0,210.0
69JMWf5G,298.0,71.0,3406.2,71.1,195.0,213.0
K9gPqrLR,249.0,83.0,3138.0,62.6,188.0,156.0
NExskOUY,248.0,82.0,3718.0,63.4,173.0,166.0
RCe1J04P,247.0,49.0,3357.3,46.0,207.0,118.0
eyReubYg,164.0,86.0,3425.1,84.4,181.0,181.0
s3gSMtaP,311.0,70.0,3833.4,90.7,194.0,111.0
vtj9JgT7,218.0,71.0,3526.6,90.8,200.0,174.0
64NB9nAh,308.0,41.0,3165.9,88.7,172.0,266.0
QQzVBr4n,249.0,89.0,3574.0,108.7,218.0,243.0
uLSjG8gW,307.0,71.0,2842.3,77.0,161.0,173.0
eDLSqYP0,270.0,69.0,3708.4,96.6,243.0,184.0
ACPA25vW,247.0,52.0,2896.8,80.1,225.0,134.0
nfXxiiVc,264.0,74.0,2581.7,79.6,166.0,170.0
qmHwFsZn,178.0,57.0,2985.0,76.7,172.0,201.0
ZTWmXkfh,253.0,15.0,3816.6,87.2,177.0,163.0
ervNJmg4,340.0,58.0,3130.7,97.8,113.0,191.0
YrG8e38M,319.0,72.0,3744.7,78.0,232.0,132.0
hvVC2uAy,203.0,99.0,3200.0,68.6,244.0,173.0
YirCvFxk,278.0,82.0,3492.8,82.0,222.0,122.0
8hWGhO2E,265.0,86.0,2820.5,64.6,144.0,84.0
YFE7rwaP,294.0,83.0,3213.1,57.2,234.0,238.0
eXMyEnZZ,258.0,55.0,3032.8,80.5,156.0,200.0
M0OMJJGq,241.0,71.0,2705.2,73.9,234.0,198.0
CbAybiHb,320.0,60.0,3284.5,98.5,195.0,168.0
ElcsRjVP,264.0,67.0,3834.4,80.7,119.0,212.0
JNQmr2zb,316.0,44.0,2050.3,72.8,111.0,216.0
fxADTnTp,302.0,72.0,,72.9,192.0,174.0
WQr0IoX0,236.0,65.0,3359.5,109.0,201.0,215.0
xDNmy77C,244.0,90.0,3596.7,74.0,184.0,123.0
8aDIxgao,351.0,69.0,2437.3,71.3,168.0,171.0
rfCgXAqm,263.0,79.0,3617.3,66.6,180.0,143.0
VLXT1bkt,214.0,65.0,3060.2,102.7,190.0,179.0
ydnQPCCs,192.0,84.0,4142.2,69.3,241.0,159.0
PlsYeV5t,302.0,103.0,3231.9,135.6,250.0,227.0
KiMARnIb,261.0,67.0,2742.9,46.7,222.0,171.0
JNvfiasG,213.0,53.0,3752.4,61.9,190.0,201.0
mrUlbpYu,287.0,71.0,3410.6,64.1,175.0,186.0
LuMlVyfn,261.0,76.0,3205.1,82.9,218.0,173.0
ctNVHo7u,169.0,42.0,3111.5,72.0,141.0,198.0
PgBkC0F2,283.0,68.0,3066.0,79.7,209.0,191.0
g4VWo1WD,320.0,55.0,3216.0,43.6,204.0,168.0
dk41UKOt,383.0,63.0,3564.0,51.0,235.0,102.0
8g0gjS3M,255.0,73.0,2881.5,66.6,201.0,176.0
mPSOvWhY,265.0,60.0,3711.9,80.8,183.0,154.0
C1WssIXc,334.0,94.0,3049.7,85.9,223.0,212.0
ALsWcXVE,261.0,84.0,3287.6,48.4,194.0,230.0
LQvTGDI2,267.0,64.0,3722.1,54.8,253.0,233.0
QYmsvSDw,221.0,75.0,2429.0,78.8,275.0,193.0
qp3tWjVv,182.0,66.0,2726.9,63.9,123.0,151.0
jxOfiCco,299.0,70.0,3611.7,115.8,223.0,101.0
AbSVz3YN,188.0,88.0,4256.4,63.7,230.0,207.0
LHBRlhzu,311.0,77.0,3030.1,97.2,216.0,104.0
lrt0cNx0,213.0,65.0,3284.0,95.0,167.0,178.0
T0oXuaXy,266.0,67.0,2362.5,96.4,180.0,142.0
hCCr8CIw,234.0,46.0,3560.4,92.0,284.0,190.0
MdM2UY5C,312.0,71.0,3736.0,80.0,203.0,227.0
fidz1KeK,268.0,38.0,2676.6,52.1,210.0,176.0
F0v7Ci6y,352.0,60.0,3483.4,106.0,208.0,234.0
kELaKXAv,198.0,59.0,2303.2,97.9,192.0,239.0
QprEewpG,274.0,69.0,3329.8,73.0,183.0,223.0
sBbBliVq,255.0,65.0,2478.7,79.3,231.0,143.0
Q0aCQTBM,267.0,61.0,2575.1,95.1,221.0,214.0
GNziuElU,334.0,58.0,3076.6,99.0,187.0,162.0
AK365IpO,282.0,59.0,3508.3,76.5,261.0,223.0
IuGEJhox,195.0,70.0,3661.0,77.4,190.0,145.0
r6UoCJ67,280.0,65.0,2752.5,89.6,105.0,158.0
M0RVilzf,232.0,58.0,3404.8,73.2,126.0,197.0
KSHUdBkZ,229.0,71.0,2934.8,81.8,158.0,174.0
gpXIT0UB,306.0,56.0,3553.2,84.8,134.0,152.0
nHR6tai1,222.0,66.0,4127.0,94.5,130.0,190.0
Ou8yVs37,234.0,61.0,3138.1,70.4,157.0,100.0
iU8np0Ri,254.0,75.0,2444.3,76.3,225.0,241.0
HUWNeDQ9,301.0,75.0,2874.2,98.1,190.0,195.0
uIIgEEqA,282.0,66.0,2833.3,126.3,180.0,175.0
dGryfIMf,241.0,70.0,3107.7,51.2,189.0,149.0
BVHur5B0,239.0,61.0,2630.3,90.1,233.0,130.0
NdbEhQ59,194.0,81.0,1999.4,81.7,136.0,148.0
ElARAJJP,214.0,70.0,2295.9,67.3,168.0,237.0
Xz3oDsSO,220.0,66.0,3687.6,60.9,223.0,159.0
fNZVrLl6,245.0,46.0,2880.2,82.1,244.0,152.0
oAXHlM9V,353.0,56.0,3499.4,84.2,209.0,119.0
kW2ngaQu,219.0,82.0,3496.6,104.5,181.0,211.0
Q0USu8mC,238.0,94.0,3727.5,62.7,264.0,148.0
h866ziok,149.0,81.0,2563.9,89.2,226.0,219.0
A5zKcU1f,283.0,55.0,2868.0,79.1,233.0,164.0
lFMgqbCs,173.0,63.0,2205.5,79.6,158.0,213.0
RNdhyflK,207.0,49.0,3429.2,112.4,204.0,179.0
Mq0TwNyL,306.0,73.0,2923.3,72.9,201.0,198.0
TQKOwFyN,146.0,59.0,3156.1,109.9,209.0,181.0
7LQM6Ghq,258.0,73.0,3260.6,98.1,200.0,167.0
syywjpJc,293.0,48.0,3003.4,60.2,261.0,177.0
c3ASdoya,330.0,69.0,3212.2,101.1,201.0,231.0
08pWgDAh,206.0,63.0,3483.4,83.2,230.0,214.0
REyeeT5d,221.0,56.0,2646.1,84.4,243.0,215.0
1Bhm6Y8I,344.0,70.0,2675.3,90.7,160.0,295.0
YNgzPbyg,252.0,87.0,2379.8,97.1,180.0,208.0
YGarzWrh,216.0,64.0,2816.1,86.5,187.0,168.0
nLJBUp5r,216.0,60.0,3787.6,82.5,159.0,195.0
fkDoFQ5c,204.0,54.0,2940.7,70.4,158.0,221.0
X2ddGODI,231.0,67.0,3890.0,91.1,168.0,135.0
B8LUk7X5,308.0,58.0,2931.3,95.2,142.0,155.0
wsvkc6oe,298.0,71.0,2762.6,72.2,183.0,135.0
tOLEMln9,193.0,83.0,2577.7,86.1,149.0,244.0
BPuacrlr,264.0,61.0,3429.0,75.5,177.0,206.0
SAVfm9OT,232.0,74.0,3075.8,82.2,179.0,141.0
KrhBlU8j,292.0,62.0,3349.9,84.6,166.0,176.0
SvEM72wI,245.0,64.0,4270.0,85.6,188.0,115.0
SYzczPj3,272.0,65.0,3077.9,90.3,195.0,163.0
98zpcfea,245.0,57.0,3430.3,71.9,186.0,238.0
iZe6ELKI,142.0,66.0,3640.3,74.8,151.0,211.0
M8G6w94a,255.0,60.0,3531.4,76.0,140.0,188.0
sQUGOJzP,188.0,85.0,2402.8,87.6,205.0,253.0
FDCvYYuL,291.0,66.0,3342.2,56.4,162.0,232.0
zI4RB7UR,218.0,62.0,2699.6,106.8,192.0,134.0
ERKLJhe3,222.0,42.0,3973.2,95.7,172.0,80.0
IOFrHLjf,252.0,60.0,4282.2,60.2,233.0,156.0
ozD3QISS,282.0,58.0,2658.6,99.0,204.0,202.0
r4fTEgOS,244.0,56.0,4087.2,115.4,144.0,141.0
WdE1Ibwm,336.0,74.0,3760.6,64.8,161.0,171.0
PuEVcwzW,336.0,56.0,2203.4,76.0,188.0,120.0
pGCCHq0O,340.0,50.0,3086.1,59.2,167.0,175.0
8Yj6wicm,241.0,60.0,2862.7,77.3,179.0,149.0
eA8aSO0B,178.0,52.0,2863.3,57.9,156.0,196.0
liuGsmH3,315.0,67.0,3002.5,77.4,212.0,155.0
YM3HspuQ,232.0,44.0,3684.7,85.3,231.0,201.0
kB1mph8Z,255.0,80.0,3077.3,67.1,227.0,165.0
wwLBHumJ,285.0,68.0,3862.8,113.3,170.0,163.0
8xE2eqFk,172.0,64.0,3604.8,78.7,216.0,173.0
nkKuD7at,335.0,70.0,3829.7,84.0,267.0,192.0
INnIZ44F,297.0,69.0,4985.2,73.1,158.0,150.0
WuB9EN8s,271.0,60.0,3937.6,65.6,183.0,166.0
9D3d7iUi,298.0,53.0,2445.7,81.4,193.0,167.0
TmalOrNO,281.0,39.0,2939.8,109.9,215.0,262.0
AM2TXMEM,259.0,73.0,2977.6,98.4,185.0,177.0
wn47obk3,237.0,56.0,2554.3,71.5,191.0,241.0
8I0iEFh5,215.0,67.0,2470.5,99.7,240.0,152.0
JBpK7iDt,267.0,49.0,3901.6,95.1,187.0,147.0
KgH9CRjB,271.0,71.0,3189.3,103.5,237.0,238.0
PfD1db2y,308.0,61.0,4455.2,70.0,299.0,198.0
EK3J0pxk,263.0,83.0,2350.5,84.2,178.0,171.0
8tkt9r7G,210.0,72.0,3593.0,80.1,221.0,168.0
rNsErZd1,173.0,53.0,3410.5,75.9,185.0,191.0
ZH9JWgEi,246.0,67.0,4013.8,75.5,183.0,191.0
X0n3qF8A,251.0,66.0,3615.4,80.0,141.0,158.0
GfTLuITC,248.0,74.0,3395.0,69.8,112.0,226.0
8LHmIcyU,175.0,77.0,3272.4,95.6,267.0,132.0
9MnousHJ,307.0,84.0,2669.8,99.5,219.0,133.0
T32io5if,307.0,93.0,2866.2,81.5,170.0,127.0
xr0SDXS7,211.0,81.0,4372.9,73.8,177.0,208.0
zu7nwwlk,294.0,63.0,3201.4,101.6,256.0,211.0
LH0p2qtw,301.0,75.0,3191.8,78.5,174.0,157.0
RHETkEDy,255.0,70.0,3759.9,77.8,177.0,270.0
A0Xm0VQg,205.0,68.0,2330.6,73.4,240.0,158.0
OGFJcsIs,335.0,78.0,3466.8,61.4,175.0,190.0
d8mpVaql,272.0,83.0,4958.7,71.8,204.0,125.0
rdK4MywR,240.0,54.0,4202.4,104.7,235.0,202.0
4KMM8m22,292.0,63.0,1929.7,78.9,215.0,224.0
i6KWJiRb,335.0,66.0,3004.9,38.7,111.0,201.0
u0ZoKzBQ,228.0,59.0,2393.4,70.0,139.0,204.0
pa4dWjwP,288.0,65.0,3402.7,61.9,179.0,182.0
KU5issCe,351.0,72.0,4803.5,119.9,219.0,205.0
rHtjFngW,196.0,71.0,3597.6,88.3,226.0,191.0
Zuo2vphj,225.0,51.0,3308.8,75.1,200.0,228.0
twtS9JTA,223.0,82.0,2748.5,50.1,190.0,212.0
TAw9fcAl,245.0,76.0,3178.8,88.9,158.0,198.0
44DiodCg,242.0,71.0,2978.6,68.2,164.0,244.0
6077EaRl,268.0,56.0,2473.7,71.6,181.0,218.0
djR0PMzE,211.0,63.0,3792.2,111.1,186.0,223.0
UAh0Y8pt,221.0,89.0,3088.0,87.5,143.0,229.0
lFv4qgKh,268.0,46.0,3199.7,64.7,212.0,192.0
Syzm7LRE,261.0,87.0,3683.9,65.3,228.0,198.0
JhcpKvUj,297.0,76.0,2475.8,53.3,159.0,218.0
PhV4HZ5F,274.0,55.0,3725.0,68.7,168.0,203.0
H30xfwxU,292.0,69.0,2538.0,59.5,196.0,210.0
ZFkXyWOS,195.0,81.0,3661.9,69.9,198.0,230.0
8SMcywHa,233.0,66.0,3357.6,41.5,160.0,150.0
OxDiE2Ql,346.0,58.0,3859.3,87.1,195.0,212.0
hQVy8r1k,273.0,77.0,3513.7,112.4,236.0,176.0
n0raT5QL,291.0,71.0,3094.2,71.4,182.0,228.0
weSBQLkI,267.0,76.0,2778.5,109.3,161.0,155.0
Dh1EdI38,274.0,40.0,2960.7,99.6,250.0,203.0
veXNQaqP,241.0,83.0,2541.2,55.3,219.0,225.0
Yynhj1GN,434.0,65.0,3313.2,101.4,141.0,181.0
BsAnZeTQ,233.0,74.0,2996.8,69.1,198.0,193.0
quXAuIJI,251.0,87.0,4379.1,114.9,191.0,148.0
5EcjFgRX,130.0,70.0,2829.2,77.9,220.0,160.0
QggDKHAW,309.0,63.0,3732.1,97.3,200.0,216.0
K4f8c50s,225.0,81.0,2300.5,91.3,215.0,224.0
rp23sdNL,250.0,74.0,3280.3,93.4,219.0,196.0
ah99j9uX,226.0,82.0,3055.4,62.2,193.0,133.0
iA8LDNM5,246.0,71.0,2596.1,71.9,211.0,188.0
fSKzPpFS,238.0,75.0,2949.6,87.3,186.0,223.0
u6N0RLay,251.0,92.0,2187.8,83.8,201.0,148.0
6McaJl8p,250.0,69.0,2064.9,95.7,219.0,122.0
uKOabmBp,245.0,61.0,2972.1,111.0,168.0,100.0
ObOYqawL,244.0,70.0,3663.1,59.0,196.0,138.0
2vxuuLIC,319.0,55.0,3632.4,87.5,271.0,124.0
8CINYxGe,297.0,52.0,1823.6,83.9,246.0,184.0
c8qGmZPE,298.0,54.0,3422.6,61.2,222.0,198.0
wmmZWWOy,216.0,57.0,3468.6,100.7,247.0,126.0
9id6Hh4E,316.0,46.0,2558.4,56.0,225.0,180.0
j1tP2eah,310.0,51.0,3313.2,94.8,210.0,234.0
uq1ZyHWg,225.0,70.0,4000.3,67.9,157.0,219.0
8csKmZxw,330.0,76.0,3560.6,94.4,214.0,219.0
DygXpQ3d,218.0,76.0,3519.0,94.1,137.0,166.0
4UxjQJpb,159.0,68.0,3823.2,66.0,202.0,272.0
XCHNzLNM,309.0,75.0,3141.3,98.1,202.0,188.0
EOrzpoTr,247.0,67.0,3157.0,71.3,285.0,231.0
xS4SQ6nd,302.0,43.0,2978.1,63.1,210.0,219.0
GGDvCvyH,215.0,61.0,3596.1,90.9,163.0,193.0
R8YMOuaK,189.0,59.0,2515.5,89.0,185.0,166.0
t5TduaHS,315.0,39.0,2349.8,87.9,153.0,164.0
0sxelanA,182.0,79.0,3551.8,91.5,149.0,159.0
TOLLATDS,174.0,75.0,1621.8,101.3,218.0,186.0
TbISQzHY,155.0,80.0,2440.9,95.1,187.0,144.0
lXUHDCXj,111.0,65.0,4520.9,63.7,147.0,187.0
hin4vvAB,200.0,72.0,3766.2,81.8,203.0,197.0
7OTaDGWn,143.0,55.0,2378.4,46.8,209.0,191.0
h8PVPj4a,251.0,60.0,3640.8,95.5,176.0,206.0
s7vGv1d0,140.0,75.0,2599.8,91.1,164.0,207.0
5VDUozey,197.0,84.0,3808.1,94.1,120.0,192.0
DB54Xxny,371.0,45.0,3972.9,81.5,168.0,199.0
OnvLWG63,270.0,80.0,3708.7,97.7,203.0,170.0
ehiACCKr,255.0,97.0,3333.0,66.9,211.0,209.0
Qndp5C8W,171.0,94.0,3287.1,85.9,232.0,182.0
7NOxNVpa,240.0,51.0,4845.5,74.7,184.0,162.0
ZOhczbs3,255.0,44.0,3111.6,79.3,259.0,159.0
w1YziKGn,171.0,50.0,4304.6,84.7,288.0,137.0
dACBPtwG,259.0,76.0,2733.3,73.0,165.0,227.0
sv0qKXAV,313.0,51.0,3293.3,54.8,174.0,216.0
McMLjm5S,235.0,54.0,3033.4,82.5,257.0,201.0
kojbtYyh,243.0,57.0,3158.2,106.7,215.0,191.0
EH3gw6bw,149.0,108.0,2499.2,69.8,179.0,247.0
tfxqWP8V,182.0,54.0,2967.8,96.9,192.0,218.0
WBERBdhE,306.0,69.0,2140.1,76.7,191.0,196.0
rYnybcwF,219.0,78.0,2839.5,63.6,220.0,175.0
kdmSkYjx,206.0,70.0,3436.9,98.3,220.0,132.0
Heaaz0cu,218.0,65.0,2473.6,90.1,146.0,186.0
blqhyNtq,250.0,66.0,2749.7,97.6,225.0,172.0
T2bZXa9v,194.0,53.0,3190.4,64.2,232.0,135.0
BBwMc3ay,259.0,55.0,3546.8,98.3,211.0,184.0
iiQrHbIC,184.0,55.0,3177.5,74.8,217.0,172.0
04e1QA46,292.0,62.0,3564.9,91.4,165.0,188.0
1G8OrHcV,199.0,77.0,3143.1,65.7,78.0,152.0
mqhfm8MA,320.0,66.0,3035.5,78.1,194.0,120.0
YgasPV0V,252.0,63.0,2786.3,75.1,218.0,159.0
XPBQToKG,210.0,57.0,3790.2,82.6,150.0,232.0
Q5ogTTcw,299.0,66.0,3290.3,46.9,223.0,210.0
UvM8p6dv,183.0,74.0,3308.5,95.3,188.0,178.0
cHutVUOp,225.0,77.0,2616.5,93.6,120.0,206.0
KCmZH2BF,253.0,95.0,4311.8,63.4,270.0,179.0
Q9kY1FG3,247.0,72.0,4325.5,71.9,159.0,182.0
QoXaT5qi,151.0,71.0,3096.0,36.1,165.0,218.0
sIqAhvbA,206.0,63.0,3416.7,88.9,236.0,200.0
oNUkPWNf,261.0,66.0,2941.3,98.1,212.0,212.0
NwfrDOw4,186.0,58.0,3654.0,73.2,216.0,279.0
aAJCa7NZ,317.0,70.0,2620.3,83.1,193.0,165.0
ZuHtL7k8,278.0,67.0,2768.9,59.3,165.0,127.0
5gKeknRP,227.0,65.0,3027.2,77.9,206.0,184.0
RCM28bQp,242.0,73.0,3158.5,107.7,197.0,199.0
VIhDTTYe,347.0,68.0,3416.9,57.3,216.0,220.0
kr2zhtbP,300.0,78.0,3612.6,71.7,104.0,126.0
N2daVb9e,272.0,54.0,2792.6,86.2,164.0,128.0
bwYGOW5x,181.0,59.0,3200.4,78.8,188.0,175.0
EscMCyIT,335.0,56.0,4398.0,81.2,183.0,140.0
dzX2lvX4,306.0,76.0,3874.8,73.7,148.0,162.0
pBiHGeCj,245.0,59.0,3707.1,85.5,184.0,184.0
j20ynWCQ,225.0,58.0,3597.2,108.1,204.0,194.0
TvwLW5ks,243.0,51.0,2833.5,87.4,175.0,198.0
dsnu6WyV,192.0,60.0,3508.9,91.7,179.0,192.0
vR7dImel,229.0,72.0,3241.1,91.5,275.0,124.0
kZ7EExio,291.0,75.0,4105.0,63.6,190.0,173.0
yqVmwchR,161.0,73.0,1719.6,64.9,184.0,241.0
ANMUUb2s,237.0,64.0,3692.9,62.7,211.0,244.0
J6A9Bj0M,259.0,57.0,3487.2,93.1,220.0,193.0
Dq9GltS1,258.0,85.0,3451.9,88.4,102.0,233.0
eEGQJQdg,193.0,69.0,3255.4,115.0,188.0,156.0
E5qpCIdF,193.0,72.0,2581.2,114.2,150.0,224.0
